"Feature_ID","BIOCHEMICAL","name","Metabolite","H_SUPER_PATHWAY","H_SUB_PATHWAY","H_COMP_IDstr","KEGG","H_HMDB","H_MetabolonID"
"Metab789","3-(3-amino-3-carboxypropyl)uridine*","3-(3-amino-3-carboxypropyl)uridine*","3-(3-amino-3-carboxypropyl)uridine","Nucleotide","Pyrimidine Metabolism, Uracil containing",62924,NA,NA,"M62924"
"Metab791","cytidine diphosphate","cytidine diphosphate","cytidine diphosphate","Nucleotide","Pyrimidine Metabolism, Cytidine containing",2841,"C00112","HMDB01546","M2841"
"Metab792","CMP","CMP","cytidine 5'-monophosphate (5'-CMP)","Nucleotide","Pyrimidine Metabolism, Cytidine containing",2372,"C00055","HMDB00095","M2372"
"Metab793","cytidine 2' or 3'-monophosphate (2' or 3'-CMP)","cytidine 2' or 3'-monophosphate (2' or 3'-CMP)","cytidine 2' or 3'-monophosphate (2' or 3'-CMP)","Nucleotide","Pyrimidine Metabolism, Cytidine containing",61705,"C03104","HMDB0240312","M61705"
"Metab794","cytidine 2',3'-cyclic monophosphate","cytidine 2',3'-cyclic monophosphate","cytidine 2',3'-cyclic monophosphate","Nucleotide","Pyrimidine Metabolism, Cytidine containing",37465,"C02354","HMDB11691","M37465"
"Metab795","cytidine","cytidine","cytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",514,"C00475","HMDB00089","M514"
"Metab796","cytosine","cytosine","cytosine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",573,"C00380","HMDB00630","M573"
"Metab797","3-methylcytidine","3-methylcytidine","3-methylcytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",35132,NA,"HMDB0240577","M35132"
"Metab798","N4-acetylcytidine","N4-acetylcytidine","N4-acetylcytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",35130,NA,"HMDB0005923","M35130"
"Metab799","2'-O-methylcytidine","2'-O-methylcytidine","2'-O-methylcytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",57554,NA,NA,"M57554"
"Metab800","thymidine","thymidine","thymidine","Nucleotide","Pyrimidine Metabolism, Thymine containing",39539,"C00214","HMDB00273","M39539"
"Metab801","thymine","thymine","thymine","Nucleotide","Pyrimidine Metabolism, Thymine containing",604,"C00178","HMDB00262","M604"
"Metab803","3-aminoisobutyrate","3-aminoisobutyrate","3-aminoisobutyrate","Nucleotide","Pyrimidine Metabolism, Thymine containing; Valine, leucine and isoleucine metabolism/",1566,"C05145","HMDB03911","M1566"
"Metab804","methylphosphate","methylphosphate","methylphosphate","Nucleotide","Purine and Pyrimidine Metabolism",37070,NA,"HMDB61711","M37070"
"Metab806","(3'-5')-adenylyluridine","(3'-5')-adenylyluridine","(3'-5')-adenylyluridine","Nucleotide","Dinucleotide",52740,NA,NA,"M52740"
"Metab807","(3'-5')-adenylyladenosine*","(3'-5')-adenylyladenosine*","(3'-5')-adenylyladenosine","Nucleotide","Dinucleotide",62396,NA,NA,"M62396"
"Metab808","(3'-5')-cytidylyluridine*","(3'-5')-cytidylyluridine*","(3'-5')-cytidylyluridine","Nucleotide","Dinucleotide",62399,NA,NA,"M62399"
"Metab811","quinolinate","quinolinate","quinolinate","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",1899,"C03722","HMDB00232","M1899"
"Metab812","nicotinamide","nicotinamide","nicotinamide","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",594,"C00153","HMDB01406","M594"
"Metab813","nicotinamide ribonucleotide (NMN)","nicotinamide ribonucleotide (NMN)","nicotinamide ribonucleotide (NMN)","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",22152,"C00455","HMDB00229","M22152"
"Metab814","nicotinamide riboside","nicotinamide riboside","nicotinamide riboside","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",33013,"C03150","HMDB00855","M33013"
"Metab815","NAD+","NAD+","nicotinamide adenine dinucleotide (NAD+)","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",5278,"C00003","HMDB00902","M5278"
"Metab816","NADH","NADH","nicotinamide adenine dinucleotide reduced (NADH)","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",31475,"C00004","HMDB01487","M31475"
"Metab817","1-methylnicotinamide","1-methylnicotinamide","1-methylnicotinamide","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",27665,"C02918","HMDB00699","M27665"
"Metab818","trigonelline (N'-methylnicotinate)","trigonelline (N'-methylnicotinate)","trigonelline (N'-methylnicotinate)","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",32401,"C01004","HMDB00875","M32401"
"Metab819","N1-Methyl-2-pyridone-5-carboxamide","N1-Methyl-2-pyridone-5-carboxamide","N1-Methyl-2-pyridone-5-carboxamide","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",40469,"C05842","HMDB04193","M40469"
"Metab820","adenosine 5'-diphosphoribose (ADP-ribose)","adenosine 5'-diphosphoribose (ADP-ribose)","adenosine 5'diphosphoribose","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",558,"C00301","HMDB01178","M558"
"Metab821","NADHX*","NADHX*","NADHX","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism",63700,"C20482","HMDB0059644","M63700"
"Metab822","riboflavin (Vitamin B2)","riboflavin (Vitamin B2)","riboflavin (Vitamin B2)","Cofactors and Vitamins","Riboflavin Metabolism",1827,"C00255","HMDB00244","M1827"
"Metab823","FAD","FAD","flavin adenine dinucleotide (FAD)","Cofactors and Vitamins","Riboflavin metabolism",2134,"C00016","HMDB01248","M2134"
"Metab824","FMN","FMN","flavin mononucleotide (FMN)","Cofactors and Vitamins","Riboflavin Metabolism",15797,"C00061","HMDB01520","M15797"
"Metab825","pantothenate (Vitamin B5)","pantothenate (Vitamin B5)","pantothenate","Cofactors and Vitamins","Pantothenate and CoA Metabolism",1508,"C00864","HMDB00210","M1508"
"Metab827","CoA","CoA","CoA","Cofactors and Vitamins","Pantothenate and CoA Metabolism",46322,"C00010","HMDB0001423","M46322"
"Metab828","ascorbate (Vitamin C)","ascorbate (Vitamin C)","ascorbate (Vitamin C)","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",1640,"C00072","HMDB00044","M1640"
"Metab829","ascorbic acid 2-sulfate","ascorbic acid 2-sulfate","ascorbic acid 2-sulfate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",63590,NA,"HMDB0060649","M63590"
"Metab830","ascorbic acid 3-sulfate*","ascorbic acid 3-sulfate*","ascorbic acid 3-sulfate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",63687,NA,NA,"M63687"
"Metab831","dehydroascorbate","dehydroascorbate","dehydroascorbate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",1659,"C05422","HMDB01264","M1659"
"Metab832","2-O-methylascorbic acid","2-O-methylascorbic acid","2-O-methylascorbic acid","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",63990,NA,"HMDB0240294","M63990"
"Metab833","threonate","threonate","threonate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",27738,"C01620","HMDB00943","M27738"
"Metab834","oxalate (ethanedioate)","oxalate (ethanedioate)","oxalate (ethanedioate)","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",20694,"C00209","HMDB0002329","M20694"
"Metab835","gulonate*","gulonate*","gulonate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",46957,"C00257","HMDB03290","M46957"
"Metab836","alpha-tocopherol","alpha-tocopherol","alpha-tocopherol","Cofactors and Vitamins","Tocopherol Metabolism",1561,"C02477","HMDB01893","M1561"
"Metab839","gamma-tocopherol/beta-tocopherol","gamma-tocopherol/beta-tocopherol","gamma-tocopherol/beta-tocopherol","Cofactors and Vitamins","Tocopherol Metabolism",52473,NA,NA,"M52473"
"Metab840","biotin","biotin","biotin","Cofactors and Vitamins","Biotin Metabolism",568,"C00120","HMDB00030","M568"
"Metab841","folate","folate","folate","Cofactors and Vitamins","Folate Metabolism",1826,"C00504","HMDB00121","M1826"
"Metab842","5-methyltetrahydrofolate (5MeTHF)","5-methyltetrahydrofolate (5MeTHF)","5-methyltetrahydrofolate (5MeTHF)","Cofactors and Vitamins","Folate Metabolism",18330,"C00440","HMDB01396","M18330"
"Metab843","pterin","pterin","pterin","Cofactors and Vitamins","Pterin Metabolism",43023,"C00715","HMDB0000802","M43023"
"Metab845","heme","heme","heme","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",41754,"C00032","HMDB03178","M41754"
"Metab846","bilirubin","bilirubin","bilirubin (Z,Z)","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",43807,"C00486","HMDB00054","M43807"
"Metab847","bilirubin (E,E)*","bilirubin (E,E)*","bilirubin (E,E)","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",32586,NA,NA,"M32586"
"Metab848","biliverdin","biliverdin","biliverdin","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",2137,"C00500","HMDB01008","M2137"
"Metab849","L-urobilin","L-urobilin","L-urobilin","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism",40173,"C05793","HMDB04159","M40173"
"Metab850","thiamin (Vitamin B1)","thiamin (Vitamin B1)","thiamin (Vitamin B1)","Cofactors and Vitamins","Thiamine Metabolism",5341,"C00378","HMDB00235","M5341"
"Metab851","retinol (Vitamin A)","retinol (Vitamin A)","retinol (Vitamin A)","Cofactors and Vitamins","Vitamin A Metabolism",1806,"C00473","HMDB00305","M1806"
"Metab852","carotene diol (1)","carotene diol (1)","carotene diol (1)","Cofactors and Vitamins","Vitamin A Metabolism",57635,NA,NA,"M57635"
"Metab853","carotene diol (2)","carotene diol (2)","carotene diol (2)","Cofactors and Vitamins","Vitamin A Metabolism",57636,NA,NA,"M57636"
"Metab854","carotene diol (3)","carotene diol (3)","carotene diol (3)","Cofactors and Vitamins","Vitamin A Metabolism",57637,NA,NA,"M57637"
"Metab855","pyridoxine (Vitamin B6)","pyridoxine (Vitamin B6)","pyridoxine (Vitamin B6)","Cofactors and Vitamins","Vitamin B6 Metabolism",608,"C00314","HMDB02075","M608"
"Metab856","pyridoxamine","pyridoxamine","pyridoxamine","Cofactors and Vitamins","Vitamin B6 Metabolism",2150,"C00534","HMDB01431","M2150"
"Metab857","pyridoxamine phosphate","pyridoxamine phosphate","pyridoxamine phosphate","Cofactors and Vitamins","Vitamin B6 Metabolism",3138,"C00647","HMDB01555","M3138"
"Metab858","pyridoxal phosphate","pyridoxal phosphate","pyridoxal phosphate","Cofactors and Vitamins","Vitamin B6 Metabolism",5331,"C00018","HMDB01491","M5331"
"Metab859","pyridoxal","pyridoxal","pyridoxal","Cofactors and Vitamins","Vitamin B6 Metabolism",1651,"C00250","HMDB01545","M1651"
"Metab860","pyridoxate","pyridoxate","pyridoxate","Cofactors and Vitamins","Vitamin B6 metabolism",31555,"C00847","HMDB00017","M31555"
"Metab861","hippurate","hippurate","hippurate","Xenobiotics","Benzoate Metabolism",15753,"C01586","HMDB00714","M15753"
"Metab863","2-hydroxyhippurate (salicylurate)","2-hydroxyhippurate (salicylurate)","2-hydroxyhippurate (salicylurate)","Xenobiotics","Benzoate Metabolism",18281,"C07588","HMDB00840","M18281"
"Metab864","3-hydroxyhippurate","3-hydroxyhippurate","3-hydroxyhippurate","Xenobiotics","Benzoate Metabolism",39600,NA,"HMDB06116","M39600"
"Metab865","4-hydroxyhippurate","4-hydroxyhippurate","4-hydroxyhippurate","Xenobiotics","Benzoate Metabolism",35527,NA,"HMDB13678","M35527"
"Metab866","benzoate","benzoate","benzoate","Xenobiotics","Benzoate Metabolism",15778,"C00180","HMDB01870","M15778"
"Metab867","catechol sulfate","catechol sulfate","catechol sulfate","Xenobiotics","Benzoate Metabolism",35320,"C00090","HMDB59724","M35320"
"Metab868","guaiacol sulfate","guaiacol sulfate","guaiacol sulfate","Xenobiotics","Benzoate Metabolism",46111,NA,"HMDB60013","M46111"
"Metab869","3-methyl catechol sulfate (1)","3-methyl catechol sulfate (1)","3-methyl catechol sulfate (1)","Xenobiotics","Benzoate Metabolism",46165,NA,NA,"M46165"
"Metab870","4-methylcatechol sulfate","4-methylcatechol sulfate","4-methylcatechol sulfate","Xenobiotics","Benzoate Metabolism",46146,NA,"HMDB0240459","M46146"
"Metab871","4-ethylphenyl sulfate","4-ethylphenyl sulfate","4-ethylphenylsulfate","Xenobiotics","Benzoate Metabolism",36099,"C13637",NA,"M36099"
"Metab872","4-vinylphenol sulfate","4-vinylphenol sulfate","4-vinylphenol sulfate","Xenobiotics","Benzoate Metabolism",36098,"C05627","HMDB04072","M36098"
"Metab873","3-methoxycatechol sulfate (1)","3-methoxycatechol sulfate (1)","3-methoxycatechol sulfate (1)","Xenobiotics","Benzoate Metabolism",48763,NA,NA,"M48763"
"Metab874","methyl-4-hydroxybenzoate sulfate","methyl-4-hydroxybenzoate sulfate","methyl-4-hydroxybenzoate sulfate","Xenobiotics","Benzoate Metabolism",48429,NA,"HMDB0041646","M48429"
"Metab875","propyl 4-hydroxybenzoate sulfate","propyl 4-hydroxybenzoate sulfate","propyl 4-hydroxybenzoate sulfate","Xenobiotics","Benzoate Metabolism",48460,NA,"HMDB0135261","M48460"
"Metab876","p-cresol sulfate","p-cresol sulfate","p-cresol sulfate","Amino Acid","Phenylalanine and Tyrosine Metabolism",36103,"C01468","HMDB11635","M36103"
"Metab877","o-cresol sulfate","o-cresol sulfate","o-cresol sulfate","Xenobiotics","Benzoate Metabolism",36845,NA,"HMDB0011635","M36845"
"Metab878","caffeine","caffeine","caffeine","Xenobiotics","Xanthine Metabolism",569,"C07481","HMDB01847","M569"
"Metab879","paraxanthine","paraxanthine","paraxanthine","Xenobiotics","Xanthine Metabolism",18254,"C13747","HMDB01860","M18254"
"Metab880","theobromine","theobromine","theobromine","Xenobiotics","Xanthine Metabolism",18392,"C07480","HMDB02825","M18392"
"Metab881","theophylline","theophylline","theophylline","Xenobiotics","Xanthine Metabolism",18394,"C07130","HMDB01889","M18394"
"Metab882","1-methylurate","1-methylurate","1-methylurate","Xenobiotics","Xanthine Metabolism",34395,"C16359","HMDB03099","M34395"
"Metab883","7-methylurate","7-methylurate","7-methylurate","Xenobiotics","Xanthine Metabolism",39598,"C16355","HMDB11107","M39598"
"Metab884","1,7-dimethylurate","1,7-dimethylurate","1,7-dimethylurate","Xenobiotics","Xanthine Metabolism",34400,"C16356","HMDB11103","M34400"
"Metab885","1-methylxanthine","1-methylxanthine","1-methylxanthine","Xenobiotics","Xanthine Metabolism",34389,"C16358","HMDB0010738","M34389"
"Metab886","3-methylxanthine","3-methylxanthine","3-methylxanthine","Xenobiotics","Xanthine Metabolism",32445,"C16357","HMDB0001886","M32445"
"Metab887","7-methylxanthine","7-methylxanthine","7-methylxanthine","Xenobiotics","Xanthine Metabolism",34390,"C16353","HMDB0001991","M34390"
"Metab888","5-acetylamino-6-amino-3-methyluracil","5-acetylamino-6-amino-3-methyluracil","5-acetylamino-6-amino-3-methyluracil","Xenobiotics","Xanthine Metabolism",34424,"C16366","HMDB0004400","M34424"
"Metab891","2-piperidinone","2-piperidinone","2-piperidinone","Xenobiotics","Food Component/Plant",43400,NA,"HMDB11749","M43400"
"Metab892","2,3-dihydroxyisovalerate","2,3-dihydroxyisovalerate","2,3-dihydroxyisovalerate","Xenobiotics","Food Component/Plant",38276,"C04039","HMDB12141","M38276"
"Metab894","3-formylindole","3-formylindole","3-formylindole","Xenobiotics","Food Component/Plant",62863,"C08493","HMDB29737","M62863"
"Metab895","3-hydroxyindolin-2-one","3-hydroxyindolin-2-one","3-hydroxyindolin-2-one","Xenobiotics","Food Component/Plant",42561,"C11130",NA,"M42561"
"Metab896","gluconate","gluconate","gluconate","Carbohydrate","Nucleotide sugars, pentose metabolism",587,"C00257","HMDB00625","M587"
"Metab897","beta-guanidinopropanoate","beta-guanidinopropanoate","beta-guanidinopropanoate","Xenobiotics","Food Component/Plant",35101,"C03065","HMDB13222","M35101"
"Metab899","ergothioneine","ergothioneine","ergothioneine","Xenobiotics","Food Component/Plant",37459,"C05570","HMDB03045","M37459"
"Metab900","erythritol","erythritol","erythritol","Xenobiotics","Sugar, sugar substitute, starch",20699,"C00503","HMDB02994","M20699"
"Metab903","quinate","quinate","quinate","Xenobiotics","Food Component/Plant",18335,"C00296","HMDB03072","M18335"
"Metab905","homostachydrine*","homostachydrine*","homostachydrine","Xenobiotics","Food Component/Plant",33009,"C08283","HMDB33433","M33009"
"Metab906","mannonate*","mannonate*","mannonate","Xenobiotics","Food Component/Plant",62864,NA,NA,"M62864"
"Metab908","piperine","piperine","piperine","Xenobiotics","Food Component/Plant",33935,"C03882","HMDB29377","M33935"
"Metab915","acesulfame","acesulfame","acesulfame","Xenobiotics","Food Component/Plant",48569,NA,"HMDB33585","M48569"
"Metab916","solanidine","solanidine","solanidine","Xenobiotics","Food Component/Plant",39788,"C06543","HMDB0003236","M39788"
"Metab917","stachydrine","stachydrine","stachydrine","Xenobiotics","Food Component/Plant",34384,"C10172","HMDB04827","M34384"
"Metab918","tartarate","tartarate","tartarate","Xenobiotics","Food Component/Plant",15336,"C00898","HMDB00956","M15336"
"Metab919","thymol sulfate","thymol sulfate","thymol sulfate","Xenobiotics","Food Component/Plant",36095,"C09908","HMDB01878","M36095"
"Metab920","4-allylphenol sulfate","4-allylphenol sulfate","4-allylphenol sulfate","Xenobiotics","Food Component/Plant",37181,NA,NA,"M37181"
"Metab922","methyl glucopyranoside (alpha + beta)","methyl glucopyranoside (alpha + beta)","methyl glucopyranoside (alpha + beta)","Xenobiotics","Food Component/Plant",46144,NA,"HMDB0029965","M46144"
"Metab923","pyrraline","pyrraline","pyrraline","Xenobiotics","Food Component/Plant",48428,"C21013","HMDB0033143","M48428"
"Metab925","2-keto-3-deoxy-gluconate","2-keto-3-deoxy-gluconate","2-keto-3-deoxy-gluconate","Xenobiotics","Food Component/Plant",48141,"C00204","HMDB0001353","M48141"
"Metab926","tartronate (hydroxymalonate)","tartronate (hydroxymalonate)","tartronate (hydroxymalonate)","Xenobiotics","Food Component/Plant",20693,"C02287","HMDB35227","M20693"
"Metab927","(S)-a-amino-omega-caprolactam","(S)-a-amino-omega-caprolactam","(S)-a-amino-omega-caprolactam","Xenobiotics","Food Component/Plant",63339,"C02837",NA,"M63339"
"Metab928","3-indoleglyoxylic acid","3-indoleglyoxylic acid","3-indoleglyoxylic acid","Xenobiotics","Food Component/Plant",63583,NA,NA,"M63583"
"Metab930","ethyl beta-glucopyranoside","ethyl beta-glucopyranoside","ethyl beta-glucopyranoside","Xenobiotics","Food Component/Plant",64131,NA,"HMDB0029968","M64131"
"Metab931","2-aminophenol sulfate","2-aminophenol sulfate","2-aminophenol sulfate","Xenobiotics","Food Component/Plant",43266,NA,"HMDB0061116","M43266"
"Metab932","4-acetamidophenol","4-acetamidophenol","4-acetamidophenol","Xenobiotics","Drug",12032,"C06804","HMDB01859","M12032"
"Metab933","3-(N-acetyl-L-cystein-S-yl) acetaminophen","3-(N-acetyl-L-cystein-S-yl) acetaminophen","3-(N-acetyl-L-cystein-S-yl) acetaminophen","Xenobiotics","Drug - Analgesics, Anesthetics",45721,NA,NA,"M45721"
"Metab934","4-acetaminophen sulfate","4-acetaminophen sulfate","4-acetaminophen sulfate","Xenobiotics","Drug",37475,"C06804","HMDB01859","M37475"
"Metab935","4-acetamidophenylglucuronide","4-acetamidophenylglucuronide","4-acetamidophenylglucuronide","Xenobiotics","Drug",15736,NA,"HMDB10316","M15736"
"Metab936","2-hydroxyacetaminophen sulfate*","2-hydroxyacetaminophen sulfate*","2-hydroxyacetaminophen sulfate","Xenobiotics","Drug",33173,NA,"HMDB0062547","M33173"
"Metab937","2-methoxyacetaminophen sulfate*","2-methoxyacetaminophen sulfate*","2-methoxyacetaminophen sulfate","Xenobiotics","Drug",33178,NA,"HMDB0062550","M33178"
"Metab938","2-methoxyacetaminophen glucuronide*","2-methoxyacetaminophen glucuronide*","2-methoxyacetaminophen glucuronide","Xenobiotics","Drug - Analgesics, Anesthetics",33161,NA,"HMDB0240215","M33161"
"Metab939","3-(cystein-S-yl)acetaminophen*","3-(cystein-S-yl)acetaminophen*","3-(cystein-S-yl)acetaminophen","Xenobiotics","Drug",34365,NA,"HMDB0240217","M34365"
"Metab940","3-(methylthio)acetaminophen sulfate*","3-(methylthio)acetaminophen sulfate*","3-(methylthio)acetaminophen sulfate","Xenobiotics","Drug - Analgesics, Anesthetics",62567,NA,NA,"M62567"
"Metab941","4-aminophenol sulfate (2)","4-aminophenol sulfate (2)","4-aminophenol sulfate (2)","Xenobiotics","Drug - Analgesics, Anesthetics",54809,NA,NA,"M54809"
"Metab943","lidocaine","lidocaine","lidocaine","Xenobiotics","Drug - Analgesics, Anesthetics",35661,"D00358","HMDB14426","M35661"
"Metab944","N-ethylglycinexylidide","N-ethylglycinexylidide","N-ethylglycinexylidide","Xenobiotics","Drug - Analgesics, Anesthetics",33080,"C16561","HMDB60656","M33080"
"Metab949","cefazolin","cefazolin","cefazolin","Xenobiotics","Drug - Antibiotic",57693,"C06880","HMDB15422","M57693"
"Metab951","clindamycin","clindamycin","clindamycin","Xenobiotics","Drug - Antibiotic",57673,"C06914","HMDB0015321","M57673"
"Metab959","dexamethasone","dexamethasone","dexamethasone","Xenobiotics","Drug - Antiinflammatory, Immunosuppressant",42618,"C15643","HMDB0015364","M42618"
"Metab960","metoprolol","metoprolol","metoprolol","Xenobiotics","Drug - Cardiovascular",18037,"D02358","HMDB01932","M18037"
"Metab978","gabapentin","gabapentin","gabapentin","Xenobiotics","Drug",38686,"D00332","HMDB05015","M38686"
"Metab980","rocuronium","rocuronium","rocuronium","Xenobiotics","Drug - Neurological",52381,"C07556","HMDB0014866","M52381"
"Metab995","pseudoephedrine","pseudoephedrine","pseudoephedrine","Xenobiotics","Drug",39586,"C02765","HMDB01943","M39586"
"Metab996","salicylate","salicylate","salicylate","Xenobiotics","Drug",1515,"C00805","HMDB01895","M1515"
"Metab997","2,6-dihydroxybenzoic acid","2,6-dihydroxybenzoic acid","2,6-dihydroxybenzoic acid","Xenobiotics","Drug - Topical Agents",63042,NA,"HMDB13676","M63042"
"Metab1000","S-carboxymethyl-L-cysteine","S-carboxymethyl-L-cysteine","S-carboxymethyl-L-cysteine","Xenobiotics","Drug - Other",47897,"C03727","HMDB29415","M47897"
"Metab1001","sulfate*","sulfate*","sulfate","Xenobiotics","Chemical",46960,"C00059","HMDB01448","M46960"
"Metab1002","lauryl sulfate","lauryl sulfate","lauryl sulfate","Xenobiotics","Chemical",43446,"D01045",NA,"M43446"
"Metab1003","O-sulfo-L-tyrosine","O-sulfo-L-tyrosine","O-sulfo-L-tyrosine","Xenobiotics","Chemical",45413,NA,NA,"M45413"
"Metab1004","2,4-di-tert-butylphenol","2,4-di-tert-butylphenol","2,4-di-tert-butylphenol","Xenobiotics","Chemical",64328,NA,NA,"M64328"
"Metab1005","phenol red","phenol red","phenol red","Xenobiotics","Chemical",36817,"C12600",NA,"M36817"
"Metab1006","perfluorooctanesulfonate (PFOS)","perfluorooctanesulfonate (PFOS)","perfluorooctanesulfonate (PFOS)","Xenobiotics","Chemical",57564,"C18142","HMDB59586","M57564"
"Metab1007","4-hydroxychlorothalonil","4-hydroxychlorothalonil","4-hydroxychlorothalonil","Xenobiotics","Chemical",48441,NA,NA,"M48441"
"Metab1008","1,2,3-benzenetriol sulfate (2)","1,2,3-benzenetriol sulfate (2)","1,2,3-benzenetriol sulfate (2)","Xenobiotics","Chemical",48762,NA,NA,"M48762"
"Metab1010","3-hydroxypyridine sulfate","3-hydroxypyridine sulfate","3-hydroxypyridine sulfate","Xenobiotics","Chemical",48448,NA,NA,"M48448"
"Metab1011","6-hydroxyindole sulfate","6-hydroxyindole sulfate","6-hydroxyindole sulfate","Xenobiotics","Chemical",48698,NA,"HMDB0000682","M48698"
"Metab1012","4-acetamidobenzoate","4-acetamidobenzoate","4-acetamidobenzoate","Xenobiotics","Chemical",57585,"D03836",NA,"M57585"
"Metab1013","thioproline","thioproline","thioproline","Xenobiotics","Chemical",53231,NA,NA,"M53231"
"Metab1014","4-quinolinecarboxylic acid","4-quinolinecarboxylic acid","4-quinolinecarboxylic acid","Xenobiotics","Chemical",63767,"C06414",NA,"M63767"
"Metab1017","glutamine conjugate of C6H10O2 (1)*","glutamine conjugate of C6H10O2 (1)*","glutamine conjugate of C6H10O2 (1)","Partially Characterized Molecules","Partially Characterized Molecules",63657,NA,NA,"M63657"
"Metab1018","glutamine conjugate of C6H10O2 (2)*","glutamine conjugate of C6H10O2 (2)*","glutamine conjugate of C6H10O2 (2)","Partially Characterized Molecules","Partially Characterized Molecules",63660,NA,NA,"M63660"
"Metab1019","glutamine conjugate of C7H12O2*","glutamine conjugate of C7H12O2*","glutamine conjugate of C7H12O2","Partially Characterized Molecules","Partially Characterized Molecules",63658,NA,NA,"M63658"
"Metab1020","branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*","branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*","branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid","Partially Characterized Molecules","Partially Characterized Molecules",63683,NA,NA,"M63683"
"Metab1024","bilirubin degradation product, C17H18N2O4 (1)","bilirubin degradation product, C17H18N2O4 (1)","bilirubin degradation product, C17H18N2O4 (1)","Partially Characterized Molecules","Partially Characterized Molecules",64409,NA,NA,"M64409"
"Metab1025","bilirubin degradation product, C17H18N2O4 (2)","bilirubin degradation product, C17H18N2O4 (2)","bilirubin degradation product, C17H18N2O4 (2)","Partially Characterized Molecules","Partially Characterized Molecules",64407,NA,NA,"M64407"
"Metab1026","bilirubin degradation product, C17H18N2O4 (3)","bilirubin degradation product, C17H18N2O4 (3)","bilirubin degradation product, C17H18N2O4 (3)","Partially Characterized Molecules","Partially Characterized Molecules",64408,NA,NA,"M64408"
"Metab1027","bilirubin degradation product, C17H20N2O5 (1)","bilirubin degradation product, C17H20N2O5 (1)","bilirubin degradation product, C17H20N2O5 (1)","Partially Characterized Molecules","Partially Characterized Molecules",64405,NA,NA,"M64405"
"Metab1028","bilirubin degradation product, C17H20N2O5 (2)","bilirubin degradation product, C17H20N2O5 (2)","bilirubin degradation product, C17H20N2O5 (2)","Partially Characterized Molecules","Partially Characterized Molecules",64406,NA,NA,"M64406"
