"","feature","cluster","col","feature_name","feature_map","enriched_Term","enriched_Overlap","enriched_Genes","enriched_P.value","enriched_Adjusted.P.value","enriched_GO"
"4868","FAM98B","cluster_000008","#D72127","FAM98B","FAM98B","Mesodermal Cell Differentiation ","3/8","ITGA3;ITGB3;HMGA2",8.16016795092252e-07,0.000326406718036901,"GO:0048333"
"4869","FAM98C","cluster_000237","#737D77","FAM98C","FAM98C","Ubiquitin-Dependent Protein Catabolic Process ","4/367","KLHDC3;ZNRF2;GID4;KCTD21",0.00121135994953888,0.0736156723585353,"GO:0006511"
"4870","FAN1","cluster_000342","#D96C3B","FAN1","FAN1","Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process ","3/319","PSMB3;PSMA7;ANAPC11",0.00561916422403859,0.0979568098365482,"GO:0043161"
"4871","FANCA","cluster_000184","#4BAC4F","FANCA","FANCA","Mitotic Sister Chromatid Segregation ","6/111","DSN1;PSRC1;NCAPG2;NCAPD2;SPDL1;SMC2",8.69538983159478e-09,1.94776732227723e-06,"GO:0000070"
"4872","FANCB","cluster_000573","#AD5A36","FANCB","FANCB","Ribosome Biogenesis ","4/155","NOP56;NOLC1;RRP12;GTPBP4",7.6344578869322e-06,0.00115280314092676,"GO:0042254"
"4873","FANCC","cluster_000294","#A4538F","FANCC","FANCC","Regulation Of Hydrogen Peroxide Metabolic Process ","1/5","NOXA1",0.00598613898759602,0.0643910501556496,"GO:0010310"
"4874","FANCD2","cluster_000636","#E3769B","FANCD2","FANCD2","Positive Regulation Of Fibroblast Proliferation ","2/28","SPHK1;FN1",0.000196229365545709,0.0335552215083162,"GO:0048146"
"4875","FANCE","cluster_000461","#FFF22D","FANCE","FANCE","Membrane Lipid Catabolic Process ","2/8","PPT1;NAGA",2.65043002514317e-05,0.00620200625883502,"GO:0046466"
"4876","FANCF","cluster_000411","#FFAE12","FANCF","FANCF","Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay ","1/6","DCP1B",0.00628419133253944,0.0691288167448749,"GO:0031086"
"4877","FANCG","cluster_000675","#E685B8","FANCG","FANCG","Positive Regulation Of Mitotic Cytokinesis ","2/5","INCENP;NUP62",4.54444066889218e-06,0.000790732676387239,"GO:1903490"
"4878","FANCI","cluster_000253","#806C86","FANCI","FANCI","Cell-Cell Junction Assembly ","4/71","CDH5;CLDN5;RAMP2;DCHS1",1.74307438523011e-06,0.000641451373764681,"GO:0007043"
"4879","FANCL","cluster_000399","#FF9D0C","FANCL","FANCL","Negative Regulation Of Developmental Growth ","2/31","MYOZ1;NKD1",0.00047937621131243,0.0456025979658042,"GO:0048640"
"4880","FANCM","cluster_000009","#D52229","FANCM","FANCM","Mesodermal Cell Differentiation ","3/8","ITGA3;ITGB3;HMGA2",8.16016795092252e-07,0.000326406718036901,"GO:0048333"
"4881","FANK1","cluster_000330","#CB6650","FANK1","FANK1","Oxidative Phosphorylation ","4/63","NDUFA9;NDUFA6;ATP5F1B;UQCRC2",7.56623874058933e-07,0.000131652554086254,"GO:0006119"
"4882","FAP","cluster_000380","#FF8301","FAP","FAP","Protein Localization To Non-Motile Cilium ","1/5","SPATA7",0.00523943997247116,0.0715302543700838,"GO:0097499"
"4883","FAR1","cluster_000104","#3982AD","FAR1","FAR1","Organelle Membrane Fusion ","2/26","SYT11;STX6",0.000786913806034086,0.112461450856341,"GO:0090174"
"4884","FAR2","cluster_000293","#A35390","FAR2","FAR2","Aerobic Electron Transport Chain ","10/68","COX8A;NDUFB7;NDUFS8;NDUFA3;NDUFA1;NDUFS3;NDUFAF1;NDUFV2;NDUFV1;COX6B1",1.95007829237826e-19,1.28880923951294e-17,"GO:0019646"
"4885","FAR2P1","cluster_000070","#64638E","FAR2P1","FAR2P1","Golgi Vesicle Transport ","4/197","TRAPPC5;SNX12;ERGIC3;COPE",0.000376399177200131,0.0463025991810097,"GO:0048193"
"4886","FAR2P2","cluster_000336","#D26946","FAR2P2","FAR2P2","cAMP-mediated Signaling ","2/26","PDE7B;RAPGEF3",0.00040428492626814,0.0671112977605112,"GO:0019933"
"4887","FARP1","cluster_000364","#F17815","FARP1","FARP1","tRNA Aminoacylation ","3/22","HARS1;RARS1;LARS1",1.75488820673873e-06,0.000447496492718376,"GO:0043039"
"4888","FARP2","cluster_000014","#CC2731","FARP2","FARP2","rRNA Catabolic Process ","3/19","TRIR;ZCCHC7;EXOSC2",9.39188834524326e-06,0.00262972873666811,"GO:0016075"
"4889","FARS2","cluster_000304","#AF597D","FARS2","FARS2","tRNA Aminoacylation For Mitochondrial Protein Translation ","1/7","TARS2",0.00837097899164431,0.107812043496991,"GO:0070127"
"4890","FARSA","cluster_000157","#459E6F","FARSA","FARSA","Establishment Of Protein Localization To Mitochondrion ","4/44","TIMM13;TIMM17B;TIMM44;TIMM50",4.64748720081316e-07,0.000124087908261711,"GO:0072655"
"4891","FARSB","cluster_000113","#3B87A2","FARSB","FARSB","Retinoid Metabolic Process ","2/40","AKR1B1;DHRS4L2",0.0017482077236045,0.109480646845711,"GO:0001523"
"4892","FAS","cluster_000251","#7E6E85","FAS","FAS","Cell-Cell Junction Assembly ","4/71","CDH5;CLDN5;RAMP2;DCHS1",1.74307438523011e-06,0.000641451373764681,"GO:0007043"
"4893","FAS-AS1","cluster_000746","#9F979B","FAS-AS1","FAS-AS1","Gap Junction Assembly ","2/6","GJB2;GJB6",3.37131416818405e-06,0.000114624681718258,"GO:0016264"
"4894","FASLG","cluster_000218","#649065","FASLG","FASLG","Collagen Fibril Organization ","5/42","COL18A1;ADAMTS2;COL5A1;COL5A3;CYP1B1",2.03209789203819e-09,6.29950346531839e-07,"GO:0030199"
"4895","FASN","cluster_000282","#974EA2","FASN","FASN","Telomere Maintenance Via Telomerase ","2/19","TERT;DKC1",0.000233060075995262,0.0200431665355925,"GO:0007004"
"4896","FASTK","cluster_000341","#D86C3D","FASTK","FASTK","Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process ","3/319","PSMB3;PSMA7;ANAPC11",0.00561916422403859,0.0979568098365482,"GO:0043161"
"4897","FASTKD1","cluster_000577","#B15B3C","FASTKD1","FASTKD1","Sphingosine-1-Phosphate Receptor Signaling Pathway ","1/8","SPNS2",0.00678090602009761,0.0709157828922053,"GO:0003376"
"4898","FASTKD2","cluster_000298","#A85688","FASTKD2","FASTKD2","Mitochondrial Fission ","3/13","FIS1;MIEF1;MFF",4.30761214933425e-07,9.60597509301539e-05,"GO:0000266"
"4899","FASTKD3","cluster_000605","#C96869","FASTKD3","FASTKD3","Sulfur Amino Acid Metabolic Process ","2/17","MPST;NOX4",8.10312896968827e-05,0.00615837801696309,"GO:0000096"
"4900","FASTKD5","cluster_000109","#3A85A7","FASTKD5","FASTKD5","Negative Regulation Of Microtubule Depolymerization ","2/20","KATNB1;ARHGEF2",0.000434140102652416,0.0521419304876993,"GO:0007026"
"4901","FAT1","cluster_000259","#85668C","FAT1","FAT1","Negative Regulation Of NLRP3 Inflammasome Complex Assembly ","2/13","TREM2;MEFV",0.000116018486046081,0.0395623037417135,"GO:1900226"
"4902","FAT2","cluster_000421","#FFBB18","FAT2","FAT2","Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin ","1/5","PIEZO1",0.00499044069595166,0.069317762308227,"GO:0033634"
"4903","FAT3","cluster_000311","#B75C71","FAT3","FAT3","Immune Response-Regulating Cell Surface Receptor Signaling Pathway ","3/13","LYN;FGR;LILRB1",3.77056821764453e-07,0.00014478981955755,"GO:0002768"
"4904","FAT4","cluster_000510","#D9B72E","FAT4","FAT4","Protein Modification By Small Protein Conjugation Or Removal ","1/5","DESI1",0.00449229270839297,0.0673252092853559,"GO:0070647"
"4905","FATE1","cluster_000550","#B36F29","FATE1","FATE1","Action Potential ","2/35","CHRNA1;KCNE3",0.00039798731156283,0.0521363378147307,"GO:0001508"
"4906","FAU","cluster_000031","#AC394D","FAU","FAU","Axonogenesis ","4/188","PARD6B;KIF5A;L1CAM;IGSF9",0.000530415741016459,0.0695187087518509,"GO:0007409"
"4907","FAXC","cluster_000569","#AA582F","FAXC","FAXC","Cellular Response To Osmotic Stress ","2/28","WNK3;AQP5",0.000253724283258192,0.0188397290824134,"GO:0071470"
"4908","FAXDC2","cluster_000347","#DE6F33","FAXDC2","FAXDC2","Positive Regulation Of Cell Death ","2/50","MAPT;PRODH",0.001370383663162,0.0783464957475828,"GO:0010942"
"4909","FBF1","cluster_000076","#596998","FBF1","FBF1","RNA Modification ","2/51","ANKRD16;MRM1",0.00339466542068064,0.116233761995035,"GO:0009451"
"4910","FBH1","cluster_000015","#CA2833","FBH1","FBH1","rRNA Catabolic Process ","3/19","TRIR;ZCCHC7;EXOSC2",9.39188834524326e-06,0.00262972873666811,"GO:0016075"
"4911","FBL","cluster_000037","#A14057","FBL","FBL","Peptidyl-Serine Autophosphorylation ","2/7","PIKFYVE;RIPK1",7.73269914875204e-05,0.0283016788844324,"GO:0036289"
"4912","FBLIM1","cluster_000566","#A7562A","FBLIM1","FBLIM1","NAD Biosynthetic Process ","2/17","NAPRT;QPRT",9.1789656494553e-05,0.00963791393192806,"GO:0009435"
"4913","FBLN1","cluster_000587","#B9604C","FBLN1","FBLN1","Intracellular Water Homeostasis ","1/5","AQP4",0.00399394544865564,0.0460478952976225,"GO:0009992"
"4914","FBLN2","cluster_000391","#FF9207","FBLN2","FBLN2","Regulation Of Golgi Organization ","2/16","USP6NL;ARMH3",0.000124888973203725,0.0217306813374482,"GO:1903358"
"4915","FBLN5","cluster_000315","#BB5E6A","FBLN5","FBLN5","Regulation Of G2/M Transition Of Mitotic Cell Cycle ","3/35","CENPF;KIF14;CDK1",8.4878798984969e-06,0.00169757597969938,"GO:0010389"
"4916","FBLN7","cluster_000154","#449C72","FBLN7","FBLN7","Amino Acid Transmembrane Transport ","3/42","SLC36A2;SLC7A8;SFXN2",3.02898736282582e-05,0.00566420636848429,"GO:0003333"
"4917","FBN1","cluster_000687","#DA88B3","FBN1","FBN1","Secondary Palate Development ","2/13","TGFBR3;TGFBR2",3.02974690855903e-05,0.00383375415786455,"GO:0062009"
"4918","FBN2","cluster_000558","#AB6128","FBN2","FBN2","Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity ","2/24","JPH4;TRDN",0.00018562933966781,0.0202335980237913,"GO:0060314"
"4919","FBN3","cluster_000079","#546D9D","FBN3","FBN3","RNA Modification ","2/51","ANKRD16;MRM1",0.00339466542068064,0.116233761995035,"GO:0009451"
"4920","FBP1","cluster_000153","#449C73","FBP1","FBP1","Amino Acid Transmembrane Transport ","3/42","SLC36A2;SLC7A8;SFXN2",3.02898736282582e-05,0.00566420636848429,"GO:0003333"
"4921","FBRS","cluster_000057","#7C5579","FBRS","FBRS","mRNA Transport ","3/58","XPO1;NUP85;THOC3",0.000154383359241438,0.0168998885591137,"GO:0051028"
"4922","FBRSL1","cluster_000109","#3A85A7","FBRSL1","FBRSL1","Negative Regulation Of Microtubule Depolymerization ","2/20","KATNB1;ARHGEF2",0.000434140102652416,0.0521419304876993,"GO:0007026"
"4923","FBXL12","cluster_000303","#AE587F","FBXL12","FBXL12","tRNA Aminoacylation For Mitochondrial Protein Translation ","1/7","TARS2",0.00837097899164431,0.107812043496991,"GO:0070127"
"4924","FBXL13","cluster_000159","#469F6C","FBXL13","FBXL13","Establishment Of Protein Localization To Mitochondrion ","4/44","TIMM13;TIMM17B;TIMM44;TIMM50",4.64748720081316e-07,0.000124087908261711,"GO:0072655"
"4925","FBXL14","cluster_000026","#B53445","FBXL14","FBXL14","Regulation Of Protein-Containing Complex Assembly ","3/119","ICE1;VPS41;SPIDR",0.00199082286978115,0.132838466831199,"GO:0043254"
"4926","FBXL15","cluster_000109","#3A85A7","FBXL15","FBXL15","Negative Regulation Of Microtubule Depolymerization ","2/20","KATNB1;ARHGEF2",0.000434140102652416,0.0521419304876993,"GO:0007026"
"4927","FBXL16","cluster_000439","#FFD421","FBXL16","FBXL16","Cellular Response To Sterol ","2/15","INSIG2;RORA",9.89757503698104e-05,0.0252388163443016,"GO:0036315"
"4928","FBXL17","cluster_000328","#C96554","FBXL17","FBXL17","Oxidative Phosphorylation ","4/63","NDUFA9;NDUFA6;ATP5F1B;UQCRC2",7.56623874058933e-07,0.000131652554086254,"GO:0006119"
"4929","FBXL18","cluster_000225","#69896C","FBXL18","FBXL18","Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process ","3/83","RNF180;TRIB2;SMAD7",0.000167242631352187,0.0194839904821112,"GO:0032436"
"4930","FBXL19","cluster_000669","#EC83BA","FBXL19","FBXL19","Hypotonic Response ","1/6","MYLK",0.00419311979869468,0.0685047022725813,"GO:0006971"
"4931","FBXL19-AS1","cluster_000194","#51A94E","FBXL19-AS1","FBXL19-AS1","Inflammatory Response ","4/236","CD40LG;CCR2;KLRG1;PTGDR",0.000267942856639939,0.0302816841969644,"GO:0006954"
"4932","FBXL2","cluster_000635","#E37699","FBXL2","FBXL2","Positive Regulation Of Fibroblast Proliferation ","2/28","SPHK1;FN1",0.000196229365545709,0.0335552215083162,"GO:0048146"
"4933","FBXL20","cluster_000107","#3984A9","FBXL20","FBXL20","Negative Regulation Of Microtubule Depolymerization ","2/20","KATNB1;ARHGEF2",0.000434140102652416,0.0521419304876993,"GO:0007026"
"4934","FBXL21P","cluster_000020","#C02E3B","FBXL21P","FBXL21P","Vasoconstriction ","2/9","EDN1;EDN2",0.000160994001630338,0.0233619870285999,"GO:0042310"
"4935","FBXL22","cluster_000521","#CFA32D","FBXL22","FBXL22","Regulation Of Macrophage Proliferation ","1/5","IL33",0.00449229270839297,0.0742699398715811,"GO:0120040"
"4936","FBXL3","cluster_000107","#3984A9","FBXL3","FBXL3","Negative Regulation Of Microtubule Depolymerization ","2/20","KATNB1;ARHGEF2",0.000434140102652416,0.0521419304876993,"GO:0007026"
"4937","FBXL4","cluster_000547","#B6752A","FBXL4","FBXL4","Regulation Of Regulatory T Cell Differentiation ","3/22","TNFSF4;CTLA4;FOXP3",7.77644034453368e-07,0.000167193467407474,"GO:0045589"
"4938","FBXL5","cluster_000520","#CFA52D","FBXL5","FBXL5","Regulation Of Macrophage Proliferation ","1/5","IL33",0.00449229270839297,0.0742699398715811,"GO:0120040"
"4939","FBXL6","cluster_000358","#EA7520","FBXL6","FBXL6","Regulation Of Signal Transduction By P53 Class Mediator ","4/47","BOP1;NOP2;RRS1;URB2",1.89775013755379e-07,2.5999176884487e-05,"GO:1901796"
"4940","FBXL7","cluster_000183","#4BAB50","FBXL7","FBXL7","Positive Regulation Of Signal Transduction ","3/266","RWDD3;GKAP1;EPN2",0.00595994012333446,0.0978710900407165,"GO:0009967"
"4941","FBXL8","cluster_000302","#AD5881","FBXL8","FBXL8","tRNA Aminoacylation For Mitochondrial Protein Translation ","1/7","TARS2",0.00837097899164431,0.107812043496991,"GO:0070127"
"4942","FBXO10","cluster_000555","#AE6629","FBXO10","FBXO10","Organelle Fission ","2/22","MTFP1;PEX11A",0.000155518877333677,0.0270602846560598,"GO:0048285"
"4943","FBXO11","cluster_000025","#B73343","FBXO11","FBXO11","Proteolysis ","6/330","CPA3;CPB1;KEL;MMP2;CTSG;TPSAB1",6.13030967013233e-05,0.00881343049011832,"GO:0006508"
"4944","FBXO15","cluster_000349","#E0702F","FBXO15","FBXO15","Positive Regulation Of Cell Death ","2/50","MAPT;PRODH",0.001370383663162,0.0783464957475828,"GO:0010942"
"4945","FBXO17","cluster_000257","#83688A","FBXO17","FBXO17","Medium-Chain Fatty Acid Metabolic Process ","2/14","CYP4Z1;CYP4A22",0.00013525136020906,0.0170416713863416,"GO:0051791"
"4946","FBXO2","cluster_000029","#B0374A","FBXO2","FBXO2","Axonogenesis ","4/188","PARD6B;KIF5A;L1CAM;IGSF9",0.000530415741016459,0.0695187087518509,"GO:0007409"
"4947","FBXO21","cluster_000191","#4EAC4C","FBXO21","FBXO21","Regulation Of Neutrophil Migration ","2/8","MPP1;SLAMF8",5.26456172967687e-05,0.0163481856979941,"GO:1902622"
"4948","FBXO22","cluster_000146","#42987C","FBXO22","FBXO22","Positive Regulation Of Proteolysis Involved In Protein Catabolic Process ","2/31","PSMC3;PSMC2",0.000984408363070054,0.0778467033535432,"GO:1903052"
"4949","FBXO25","cluster_000306","#B15A7A","FBXO25","FBXO25","Negative Regulation Of Relaxation Of Muscle ","1/5","PDE4D",0.00573728911332865,0.0774012317250718,"GO:1901078"
"4950","FBXO27","cluster_000661","#F481BD","FBXO27","FBXO27","Regulation Of Rab Protein Signal Transduction ","1/6","DENND4B",0.00419311979869468,0.0807624723432331,"GO:0032483"
"4951","FBXO28","cluster_000069","#66628D","FBXO28","FBXO28","Golgi Vesicle Transport ","4/197","TRAPPC5;SNX12;ERGIC3;COPE",0.000376399177200131,0.0463025991810097,"GO:0048193"
"4952","FBXO3","cluster_000177","#4AA857","FBXO3","FBXO3","Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity ","2/19","INCA1;CDK5RAP1",0.00031846935205505,0.0223913244007432,"GO:0045736"
"4953","FBXO30","cluster_000431","#FFC91D","FBXO30","FBXO30","O-glycan Processing ","2/41","ST3GAL1;GALNT10",0.000761007610564979,0.0710662417719452,"GO:0016266"
"4954","FBXO30-DT","cluster_000295","#A5548D","FBXO30-DT","FBXO30-DT","Regulation Of Hydrogen Peroxide Metabolic Process ","1/5","NOXA1",0.00598613898759602,0.0643910501556496,"GO:0010310"
"4955","FBXO31","cluster_000436","#FFD020","FBXO31","FBXO31","Lipoprotein Transport ","2/11","PPARG;CD36",5.19687158339542e-05,0.0100031873807011,"GO:0042953"
"4956","FBXO32","cluster_000030","#AE384C","FBXO32","FBXO32","Axonogenesis ","4/188","PARD6B;KIF5A;L1CAM;IGSF9",0.000530415741016459,0.0695187087518509,"GO:0007409"
"4957","FBXO33","cluster_000534","#C28C2B","FBXO33","FBXO33","T Cell Activation ","3/111","NCK2;PIK3CD;NLRC3",0.000127759314394348,0.0333451810569247,"GO:0042110"
"4958","FBXO34","cluster_000053","#845172","FBXO34","FBXO34","Protein Polyubiquitination ","5/226","RNF34;KBTBD6;MKRN1;UBE3B;KBTBD7",5.7211996555723e-05,0.011556823304256,"GO:0000209"
"4959","FBXO36","cluster_000364","#F17815","FBXO36","FBXO36","tRNA Aminoacylation ","3/22","HARS1;RARS1;LARS1",1.75488820673873e-06,0.000447496492718376,"GO:0043039"
"4960","FBXO38","cluster_000087","#4575AA","FBXO38","FBXO38","Regulation Of Nucleic Acid-Templated Transcription ","6/452","ZNF273;ZNF680;ZNF92;JMJD1C;RBAK;ZNF675",8.50355883320486e-05,0.012245124719815,"GO:1903506"
"4961","FBXO39","cluster_000171","#48A55E","FBXO39","FBXO39","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"4962","FBXO4","cluster_000118","#3C8A9C","FBXO4","FBXO4","Nucleotide-Excision Repair ","3/56","GTF2H2C;ERCC8;GTF2H5",8.84026474542174e-05,0.0174153215484808,"GO:0006289"
"4963","FBXO41","cluster_000679","#E286B6","FBXO41","FBXO41","Protein Maturation ","2/117","CASP10;PHEX",0.00253736871444115,0.0663041748491649,"GO:0051604"
"4964","FBXO42","cluster_000102","#3881AF","FBXO42","FBXO42","Substantia Nigra Development ","2/42","ERCC4;CALM3",0.00205171011354824,0.131787366258083,"GO:0021762"
"4965","FBXO43","cluster_000184","#4BAC4F","FBXO43","FBXO43","Mitotic Sister Chromatid Segregation ","6/111","DSN1;PSRC1;NCAPG2;NCAPD2;SPDL1;SMC2",8.69538983159478e-09,1.94776732227723e-06,"GO:0000070"
"4966","FBXO44","cluster_000374","#FC7D04","FBXO44","FBXO44","Protein C-linked Glycosylation Via 2'-alpha-mannosyl-L-tryptophan ","1/5","DPY19L4",0.00548838944332051,0.114515933678639,"GO:0018406"
"4967","FBXO45","cluster_000231","#6E8372","FBXO45","FBXO45","Negative Regulation Of Osteoblast Proliferation ","2/7","SFRP1;PLXNB1",3.39886991690106e-05,0.0104345306448862,"GO:0033689"
"4968","FBXO46","cluster_000166","#47A364","FBXO46","FBXO46","Negative Regulation Of Regulated Secretory Pathway ","2/8","REST;STXBP3",5.6534016206558e-05,0.0113633372575182,"GO:1903306"
"4969","FBXO48","cluster_000210","#5D995E","FBXO48","FBXO48","Cilium Organization ","5/228","WDPCP;KIFAP3;CEP20;CEP290;CFAP20",1.21220315273821e-05,0.00220620973798354,"GO:0044782"
"4970","FBXO5","cluster_000720","#B990A5","FBXO5","FBXO5","Polyamine Transport ","1/5","SLC47A1",0.00299665302989365,0.0411362262367177,"GO:0015846"
"4971","FBXO6","cluster_000205","#599E59","FBXO6","FBXO6","Cytoplasmic Translational Initiation ","2/30","EIF4A2;EIF3L",0.000745843175389433,0.125577817486753,"GO:0002183"
"4972","FBXO7","cluster_000091","#3E79B1","FBXO7","FBXO7","Chromatin Remodeling ","4/228","INO80E;CHD2;EZH1;BPTF",0.000519221290326432,0.0464471119041021,"GO:0006338"
"4973","FBXO8","cluster_000091","#3E79B1","FBXO8","FBXO8","Chromatin Remodeling ","4/228","INO80E;CHD2;EZH1;BPTF",0.000519221290326432,0.0464471119041021,"GO:0006338"
"4974","FBXO9","cluster_000124","#3D8D95","FBXO9","FBXO9","Regulation Of Double-Strand Break Repair ","3/88","TERF2IP;YEATS4;BRD7",0.000338419029096839,0.0786695779061084,"GO:2000779"
"4975","FBXW11","cluster_000332","#CE674D","FBXW11","FBXW11","Positive Regulation Of Transcription By RNA Polymerase II ","5/938","COPS5;RPRD1B;BRD8;SMAD5;MED7",0.00372819918580663,0.0969917719808627,"GO:0045944"
"4976","FBXW2","cluster_000204","#599F58","FBXW2","FBXW2","Cytoplasmic Translational Initiation ","2/30","EIF4A2;EIF3L",0.000745843175389433,0.125577817486753,"GO:0002183"
"4977","FBXW4","cluster_000053","#845172","FBXW4","FBXW4","Protein Polyubiquitination ","5/226","RNF34;KBTBD6;MKRN1;UBE3B;KBTBD7",5.7211996555723e-05,0.011556823304256,"GO:0000209"
"4978","FBXW4P1","cluster_000274","#91569A","FBXW4P1","FBXW4P1","Positive Regulation Of Nitrogen Compound Metabolic Process ","2/33","WFS1;KLF2",0.000712285526811214,0.0986596011543697,"GO:0051173"
"4979","FBXW5","cluster_000299","#A95686","FBXW5","FBXW5","Mitochondrial Fission ","3/13","FIS1;MIEF1;MFF",4.30761214933425e-07,9.60597509301539e-05,"GO:0000266"
"4980","FBXW7","cluster_000678","#E386B6","FBXW7","FBXW7","Protein Maturation ","2/117","CASP10;PHEX",0.00253736871444115,0.0663041748491649,"GO:0051604"
"4981","FBXW8","cluster_000538","#BE852B","FBXW8","FBXW8","Macromolecule Modification ","2/81","CSNK1G3;RNF2",0.00237649247191557,0.0913933208557833,"GO:0043412"
